Title,Statement,Link,Tag
Container With Most Water,"Container With Most Water You are given an integer array height of length n. There are n vertical lines drawn such that the two endpoints of the ith line are (i, 0) and (i, height[i]). Find two lines that together with the x-axis form a container, such that the container contains the most water. Return the maximum amount of water a container can store. Notice that you may not slant the container.",https://leetcode.com/problems/container-with-most-water,LC
Integer to Roman,"Integer to Roman Roman numerals are represented by seven different symbols:I, V, X, L, C, D and M. Symbol Value I 1 V 5 X 10 L 50 C 100 D 500 M 1000 For example,2 is written as IIin Roman numeral, just two one's added together. 12 is written asXII, which is simply X + II. The number 27 is written as XXVII, which is XX + V + II. Roman numerals are usually written largest to smallest from left to right. However, the numeral for four is not IIII. Instead, the number four is written as IV. Because the one is before the five we subtract it making four. The same principle applies to the number nine, which is written as IX. There are six instances where subtraction is used: I can be placed before V (5) and X (10) to make 4 and 9. X can be placed before L (50) and C (100) to make 40 and 90. C can be placed before D (500) and M (1000) to make 400 and 900. Given an integer, convert it to a roman numeral.",https://leetcode.com/problems/integer-to-roman,LC
Roman to Integer,"Roman to Integer Roman numerals are represented by seven different symbols:I, V, X, L, C, D and M. Symbol Value I 1 V 5 X 10 L 50 C 100 D 500 M 1000 For example,2 is written as IIin Roman numeral, just two one's added together. 12 is written asXII, which is simply X + II. The number 27 is written as XXVII, which is XX + V + II. Roman numerals are usually written largest to smallest from left to right. However, the numeral for four is not IIII. Instead, the number four is written as IV. Because the one is before the five we subtract it making four. The same principle applies to the number nine, which is written as IX. There are six instances where subtraction is used: I can be placed before V (5) and X (10) to make 4 and 9. X can be placed before L (50) and C (100) to make 40 and 90. C can be placed before D (500) and M (1000) to make 400 and 900. Given a roman numeral, convert it to an integer.",https://leetcode.com/problems/roman-to-integer,LC
Longest Common Prefix,"Longest Common Prefix Write a function to find the longest common prefix string amongst an array of strings. If there is no common prefix, return an empty string """".",https://leetcode.com/problems/longest-common-prefix,LC
3Sum,"3Sum Given an integer array nums, return all the triplets [nums[i], nums[j], nums[k]] such that i != j, i != k, and j != k, and nums[i] + nums[j] + nums[k] == 0. Notice that the solution set must not contain duplicate triplets.",https://leetcode.com/problems/3sum,LC
3Sum Closest,"3Sum Closest Given an integer array nums of length n and an integer target, find three integers in nums such that the sum is closest to target. Return the sum of the three integers. You may assume that each input would have exactly one solution.",https://leetcode.com/problems/3sum-closest,LC
Letter Combinations of a Phone Number,"Letter Combinations of a Phone Number Given a string containing digits from 2-9 inclusive, return all possible letter combinations that the number could represent. Return the answer in any order. A mapping of digit to letters (just like on the telephone buttons) is given below. Note that 1 does not map to any letters.",https://leetcode.com/problems/letter-combinations-of-a-phone-number,LC
4Sum,"4Sum Given an array nums of n integers, return an array of all the unique quadruplets [nums[a], nums[b], nums[c], nums[d]] such that: 0 <= a, b, c, d< n a, b, c, and d are distinct. nums[a] + nums[b] + nums[c] + nums[d] == target You may return the answer in any order.",https://leetcode.com/problems/4sum,LC
Remove Nth Node From End of List,"Remove Nth Node From End of List Given the head of a linked list, remove the nth node from the end of the list and return its head.",https://leetcode.com/problems/remove-nth-node-from-end-of-list,LC
Valid Parentheses,"Valid Parentheses Given a string s containing just the characters '(', ')', '{', '}', '[' and ']', determine if the input string is valid. An input string is valid if: Open brackets must be closed by the same type of brackets. Open brackets must be closed in the correct order.",https://leetcode.com/problems/valid-parentheses,LC
Merge Two Sorted Lists,Merge Two Sorted Lists You are given the heads of two sorted linked lists list1 and list2. Merge the two lists in a one sorted list. The list should be made by splicing together the nodes of the first two lists. Return the head of the merged linked list.,https://leetcode.com/problems/merge-two-sorted-lists,LC
Generate Parentheses,"Generate Parentheses Given n pairs of parentheses, write a function to generate all combinations of well-formed parentheses.",https://leetcode.com/problems/generate-parentheses,LC
Merge k Sorted Lists,"Merge k Sorted Lists You are given an array of k linked-lists lists, each linked-list is sorted in ascending order. Merge all the linked-lists into one sorted linked-list and return it.",https://leetcode.com/problems/merge-k-sorted-lists,LC
Swap Nodes in Pairs,"Swap Nodes in Pairs Given alinked list, swap every two adjacent nodes and return its head. You must solve the problem withoutmodifying the values in the list's nodes (i.e., only nodes themselves may be changed.)",https://leetcode.com/problems/swap-nodes-in-pairs,LC
Reverse Nodes in k-Group,"Reverse Nodes in k-Group Given the head of a linked list, reverse the nodes of the list k at a time, and return the modified list. k is a positive integer and is less than or equal to the length of the linked list. If the number of nodes is not a multiple of k then left-out nodes, in the end, should remain as it is. You may not alter the values in the list's nodes, only nodes themselves may be changed.",https://leetcode.com/problems/reverse-nodes-in-k-group,LC
Remove Duplicates from Sorted Array,"Remove Duplicates from Sorted Array Given an integer array nums sorted in non-decreasing order, remove the duplicates in-place such that each unique element appears only once. The relative order of the elements should be kept the same. Since it is impossible to change the length of the array in some languages, you must instead have the result be placed in the first part of the array nums. More formally, if there are k elements after removing the duplicates, then the first k elements of numsshould hold the final result. It does not matter what you leave beyond the firstkelements. Return k after placing the final result in the first k slots of nums. Do not allocate extra space for another array. You must do this by modifying the input array in-place with O(1) extra memory. Custom Judge: The judge will test your solution with the following code: int[] nums = [...]; // Input array int[] expectedNums = [...]; // The expected answer with correct length int k = removeDuplicates(nums); // Calls your implementation assert k == expectedNums.length; for (int i = 0; i < k; i++) { assert nums[i] == expectedNums[i]; } If all assertions pass, then your solution will be accepted.",https://leetcode.com/problems/remove-duplicates-from-sorted-array,LC
Remove Element,"Remove Element Given an integer array nums and an integer val, remove all occurrences of val in nums in-place. The relative order of the elements may be changed. Since it is impossible to change the length of the array in some languages, you must instead have the result be placed in the first part of the array nums. More formally, if there are k elements after removing the duplicates, then the first k elements of nums should hold the final result. It does not matter what you leave beyond the first k elements. Return k after placing the final result in the first k slots of nums. Do not allocate extra space for another array. You must do this by modifying the input array in-place with O(1) extra memory. Custom Judge: The judge will test your solution with the following code: int[] nums = [...]; // Input array int val = ...; // Value to remove int[] expectedNums = [...]; // The expected answer with correct length. // It is sorted with no values equaling val. int k = removeElement(nums, val); // Calls your implementation assert k == expectedNums.length; sort(nums, 0, k); // Sort the first k elements of nums for (int i = 0; i < actualLength; i++) { assert nums[i] == expectedNums[i]; } If all assertions pass, then your solution will be accepted.",https://leetcode.com/problems/remove-element,LC
Implement strStr(),"Implement strStr() Implement strStr(). Given two strings needle and haystack, return the index of the first occurrence of needle in haystack, or -1 if needle is not part of haystack. Clarification: What should we return when needle is an empty string? This is a great question to ask during an interview. For the purpose of this problem, we will return 0 when needle is an empty string. This is consistent to C's strstr() and Java's indexOf().",https://leetcode.com/problems/implement-strstr,LC
Divide Two Integers,"Divide Two Integers Given two integers dividend and divisor, divide two integers without using multiplication, division, and mod operator. The integer division should truncate toward zero, which means losing its fractional part. For example, 8.345 would be truncated to 8, and -2.7335 would be truncated to -2. Return the quotient after dividing dividend by divisor. Note: Assume we are dealing with an environment that could only store integers within the 32-bit signed integer range: [−231, 231 − 1]. For this problem, if the quotient is strictly greater than 231 - 1, then return 231 - 1, and if the quotient is strictly less than -231, then return -231.",https://leetcode.com/problems/divide-two-integers,LC
Substring with Concatenation of All Words,"Substring with Concatenation of All Words You are given a string s and an array of strings words of the same length. Returnall starting indices of substring(s) in sthat is a concatenation of each word in words exactly once, in any order,and without any intervening characters. You can return the answer in any order.",https://leetcode.com/problems/substring-with-concatenation-of-all-words,LC
Next Permutation,"Next Permutation A permutation of an array of integers is an arrangement of its members into a sequence or linear order. For example, for arr = [1,2,3], the following are considered permutations of arr: [1,2,3], [1,3,2], [3,1,2], [2,3,1]. The next permutation of an array of integers is the next lexicographically greater permutation of its integer. More formally, if all the permutations of the array are sorted in one container according to their lexicographical order, then the next permutation of that array is the permutation that follows it in the sorted container. If such arrangement is not possible, the array must be rearranged as the lowest possible order (i.e., sorted in ascending order). For example, the next permutation of arr = [1,2,3] is [1,3,2]. Similarly, the next permutation of arr = [2,3,1] is [3,1,2]. While the next permutation of arr = [3,2,1] is [1,2,3] because [3,2,1] does not have a lexicographical larger rearrangement. Given an array of integers nums, find the next permutation of nums. The replacement must be in place and use only constant extra memory.",https://leetcode.com/problems/next-permutation,LC
Longest Valid Parentheses,"Longest Valid Parentheses Given a string containing just the characters '(' and ')', find the length of the longest valid (well-formed) parentheses substring.",https://leetcode.com/problems/longest-valid-parentheses,LC
Search in Rotated Sorted Array,"Search in Rotated Sorted Array There is an integer array nums sorted in ascending order (with distinct values). Prior to being passed to your function, nums is possibly rotated at an unknown pivot index k (1 <= k < nums.length) such that the resulting array is [nums[k], nums[k+1], ..., nums[n-1], nums[0], nums[1], ..., nums[k-1]] (0-indexed). For example, [0,1,2,4,5,6,7] might be rotated at pivot index 3 and become [4,5,6,7,0,1,2]. Given the array nums after the possible rotation and an integer target, return the index of target if it is in nums, or -1 if it is not in nums. You must write an algorithm with O(log n) runtime complexity.",https://leetcode.com/problems/search-in-rotated-sorted-array,LC
Find First and Last Position of Element in Sorted Array,"Find First and Last Position of Element in Sorted Array Given an array of integers nums sorted in non-decreasing order, find the starting and ending position of a given target value. If target is not found in the array, return [-1, -1]. You mustwrite an algorithm withO(log n) runtime complexity.",https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,LC
Search Insert Position,"Search Insert Position Given a sorted array of distinct integers and a target value, return the index if the target is found. If not, return the index where it would be if it were inserted in order. You mustwrite an algorithm withO(log n) runtime complexity.",https://leetcode.com/problems/search-insert-position,LC
Valid Sudoku,Valid Sudoku Determine if a9 x 9 Sudoku boardis valid.Only the filled cells need to be validatedaccording to the following rules: Each rowmust contain thedigits1-9 without repetition. Each column must contain the digits1-9without repetition. Each of the nine3 x 3 sub-boxes of the grid must contain the digits1-9without repetition. Note: A Sudoku board (partially filled) could be valid but is not necessarily solvable. Only the filled cells need to be validated according to the mentionedrules.,https://leetcode.com/problems/valid-sudoku,LC
Sudoku Solver,Sudoku Solver Write a program to solve a Sudoku puzzle by filling the empty cells. A sudoku solution must satisfy all of the following rules: Each of the digits 1-9 must occur exactly once in each row. Each of the digits 1-9 must occur exactly once in each column. Each of the digits 1-9 must occur exactly once in each of the 9 3x3 sub-boxes of the grid. The '.' character indicates empty cells.,https://leetcode.com/problems/sudoku-solver,LC
Count and Say,"Count and Say The count-and-say sequence is a sequence of digit strings defined by the recursive formula: countAndSay(1) = ""1"" countAndSay(n) is the way you would ""say"" the digit string from countAndSay(n-1), which is then converted into a different digit string. To determine how you ""say"" a digit string, split it into the minimal number of groups so that each group is a contiguous section all of the same character. Then for each group, say the number of characters, then say the character. To convert the saying into a digit string, replace the counts with a number and concatenate every saying. For example, the saying and conversion for digit string ""3322251"": Given a positive integer n, return the nth term of the count-and-say sequence.",https://leetcode.com/problems/count-and-say,LC
Combination Sum,"Combination Sum Given an array of distinct integers candidates and a target integer target, return a list of all unique combinations of candidates where the chosen numbers sum to target. You may return the combinations in any order. The same number may be chosen from candidates an unlimited number of times. Two combinations are unique if the frequency of at least one of the chosen numbers is different. It is guaranteed that the number of unique combinations that sum up to target is less than 150 combinations for the given input.",https://leetcode.com/problems/combination-sum,LC
Combination Sum II,"Combination Sum II Given a collection of candidate numbers (candidates) and a target number (target), find all unique combinations in candidateswhere the candidate numbers sum to target. Each number in candidatesmay only be used once in the combination. Note:The solution set must not contain duplicate combinations.",https://leetcode.com/problems/combination-sum-ii,LC
First Missing Positive,"First Missing Positive Given an unsorted integer array nums, return the smallest missing positive integer. You must implement an algorithm that runs in O(n) time and uses constant extra space.",https://leetcode.com/problems/first-missing-positive,LC
Trapping Rain Water,"Trapping Rain Water Given n non-negative integers representing an elevation map where the width of each bar is 1, compute how much water it can trap after raining.",https://leetcode.com/problems/trapping-rain-water,LC
Multiply Strings,"Multiply Strings Given two non-negative integers num1 and num2 represented as strings, return the product of num1 and num2, also represented as a string. Note:You must not use any built-in BigInteger library or convert the inputs to integer directly.",https://leetcode.com/problems/multiply-strings,LC
Wildcard Matching,"Wildcard Matching Given an input string (s) and a pattern (p), implement wildcard pattern matching with support for '?' and '*' where: '?' Matches any single character. '*' Matches any sequence of characters (including the empty sequence). The matching should cover the entire input string (not partial).",https://leetcode.com/problems/wildcard-matching,LC
Jump Game II,"Jump Game II Given an array of non-negative integers nums, you are initially positioned at the first index of the array. Each element in the array represents your maximum jump length at that position. Your goal is to reach the last index in the minimum number of jumps. You can assume that you can always reach the last index.",https://leetcode.com/problems/jump-game-ii,LC
Permutations,"Permutations Given an array nums of distinct integers, return all the possible permutations. You can return the answer in any order.",https://leetcode.com/problems/permutations,LC
Permutations II,"Permutations II Given a collection of numbers, nums,that might contain duplicates, return all possible unique permutations in any order.",https://leetcode.com/problems/permutations-ii,LC
Rotate Image,"Rotate Image You are given an n x n 2D matrix representing an image, rotate the image by 90 degrees (clockwise). You have to rotate the image in-place, which means you have to modify the input 2D matrix directly. DO NOT allocate another 2D matrix and do the rotation.",https://leetcode.com/problems/rotate-image,LC
Group Anagrams,"Group Anagrams Given an array of strings strs, group the anagrams together. You can return the answer in any order. An Anagram is a word or phrase formed by rearranging the letters of a different word or phrase, typically using all the original letters exactly once.",https://leetcode.com/problems/group-anagrams,LC
"Pow(x, n)","Pow(x, n) Implement pow(x, n), which calculates x raised to the power n (i.e., xn).",https://leetcode.com/problems/powx-n,LC
N-Queens II,"N-Queens II The n-queens puzzle is the problem of placing n queens on an n x n chessboard such that no two queens attack each other. Given an integer n, return the number of distinct solutions to then-queens puzzle.",https://leetcode.com/problems/n-queens-ii,LC
Maximum Subarray,"Maximum Subarray Given an integer array nums, find the contiguous subarray (containing at least one number) which has the largest sum and return its sum. A subarray is a contiguous part of an array.",https://leetcode.com/problems/maximum-subarray,LC
Spiral Matrix,"Spiral Matrix Given an m x n matrix, return all elements of the matrix in spiral order.",https://leetcode.com/problems/spiral-matrix,LC
Jump Game,"Jump Game You are given an integer array nums. You are initially positioned at the array's first index, and each element in the array represents your maximum jump length at that position. Return true if you can reach the last index, or false otherwise.",https://leetcode.com/problems/jump-game,LC
Merge Intervals,"Merge Intervals Given an arrayof intervalswhere intervals[i] = [starti, endi], merge all overlapping intervals, and return an array of the non-overlapping intervals that cover all the intervals in the input.",https://leetcode.com/problems/merge-intervals,LC
Insert Interval,"Insert Interval You are given an array of non-overlapping intervals intervals where intervals[i] = [starti, endi] represent the start and the end of the ith interval and intervals is sorted in ascending order by starti. You are also given an interval newInterval = [start, end] that represents the start and end of another interval. Insert newInterval into intervals such that intervals is still sorted in ascending order by starti and intervals still does not have any overlapping intervals (merge overlapping intervals if necessary). Return intervals after the insertion.",https://leetcode.com/problems/insert-interval,LC
Length of Last Word,"Length of Last Word Given a string s consistingof some words separated by some number of spaces, return the length of the last word in the string. A word is a maximal substring consisting of non-space characters only.",https://leetcode.com/problems/length-of-last-word,LC
Spiral Matrix II,"Spiral Matrix II Given a positive integer n, generate an n x n matrix filled with elements from 1 to n2 in spiral order.",https://leetcode.com/problems/spiral-matrix-ii,LC
Permutation Sequence,"Permutation Sequence The set [1, 2, 3, ...,n] contains a total of n! unique permutations. By listing and labeling all of the permutations in order, we get the following sequence for n = 3: ""123"" ""132"" ""213"" ""231"" ""312"" ""321"" Given n and k, return the kth permutation sequence.",https://leetcode.com/problems/permutation-sequence,LC
Rotate List,"Rotate List Given the head of a linkedlist, rotate the list to the right by k places.",https://leetcode.com/problems/rotate-list,LC
Unique Paths,"Unique Paths There is a robot on an m x n grid. The robot is initially located at the top-left corner (i.e., grid[0][0]). The robot tries to move to the bottom-right corner (i.e., grid[m - 1][n - 1]). The robot can only move either down or right at any point in time. Given the two integers m and n, return the number of possible unique paths that the robot can take to reach the bottom-right corner. The test cases are generated so that the answer will be less than or equal to 2 * 109.",https://leetcode.com/problems/unique-paths,LC
Unique Paths II,"Unique Paths II You are given an m x n integer array grid. There is a robot initially located at the top-left corner (i.e., grid[0][0]). The robot tries to move to the bottom-right corner (i.e., grid[m-1][n-1]). The robot can only move either down or right at any point in time. An obstacle and space are marked as 1 or 0 respectively in grid. A path that the robot takes cannot include any square that is an obstacle. Return the number of possible unique paths that the robot can take to reach the bottom-right corner. The testcases are generated so that the answer will be less than or equal to 2 * 109.",https://leetcode.com/problems/unique-paths-ii,LC
Minimum Path Sum,"Minimum Path Sum Given a m x n grid filled with non-negative numbers, find a path from top left to bottom right, which minimizes the sum of all numbers along its path. Note: You can only move either down or right at any point in time.",https://leetcode.com/problems/minimum-path-sum,LC
Valid Number,"Valid Number A valid number can be split up into these components (in order): A decimal number or an integer. (Optional) An 'e' or 'E', followed by an integer. A decimal number can be split up into these components (in order): (Optional) A sign character (either '+' or '-'). One of the following formats: One or more digits, followed by a dot '.'. One or more digits, followed by a dot '.', followed by one or more digits. A dot '.', followed by one or more digits. An integer can be split up into these components (in order): (Optional) A sign character (either '+' or '-'). One or more digits. For example, all the following are valid numbers: [""2"", ""0089"", ""-0.1"", ""+3.14"", ""4."", ""-.9"", ""2e10"", ""-90E3"", ""3e+7"", ""+6e-1"", ""53.5e93"", ""-123.456e789""], while the following are not valid numbers: [""abc"", ""1a"", ""1e"", ""e3"", ""99e2.5"", ""--6"", ""-+3"", ""95a54e53""]. Given a string s, return true if s is a valid number.",https://leetcode.com/problems/valid-number,LC
Plus One,"Plus One You are given a large integer represented as an integer array digits, where each digits[i] is the ith digit of the integer. The digits are ordered from most significant to least significant in left-to-right order. The large integer does not contain any leading 0's. Increment the large integer by one and return the resulting array of digits.",https://leetcode.com/problems/plus-one,LC
Add Binary,"Add Binary Given two binary strings a and b, return their sum as a binary string.",https://leetcode.com/problems/add-binary,LC
Text Justification,"Text Justification Given an array of strings words and a width maxWidth, format the text such that each line has exactly maxWidth characters and is fully (left and right) justified. You should pack your words in a greedy approach; that is, pack as many words as you can in each line. Pad extra spaces ' ' when necessary so that each line has exactly maxWidth characters. Extra spaces between words should be distributed as evenly as possible. If the number of spaces on a line does not divide evenly between words, the empty slots on the left will be assigned more spaces than the slots on the right. For the last line of text, it should be left-justified and no extra space is inserted between words. Note: A word is defined as a character sequence consisting of non-space characters only. Each word's length is guaranteed to be greater than 0 and not exceed maxWidth. The input array words contains at least one word.",https://leetcode.com/problems/text-justification,LC
Sqrt(x),"Sqrt(x) Given a non-negative integer x,compute and return the square root of x. Since the return typeis an integer, the decimal digits are truncated, and only the integer part of the resultis returned. Note:You are not allowed to use any built-in exponent function or operator, such as pow(x, 0.5) orx ** 0.5.",https://leetcode.com/problems/sqrtx,LC
Climbing Stairs,Climbing Stairs You are climbing a staircase. It takes n steps to reach the top. Each time you can either climb 1 or 2 steps. In how many distinct ways can you climb to the top?,https://leetcode.com/problems/climbing-stairs,LC
Simplify Path,"Simplify Path Given a string path, which is an absolute path (starting with a slash '/') to a file or directory in a Unix-style file system, convert it to the simplified canonical path. In a Unix-style file system, a period '.' refers to the current directory, a double period '..' refers to the directory up a level, and any multiple consecutive slashes (i.e. '//') are treated as a single slash '/'. For this problem, any other format of periods such as '...' are treated as file/directory names. The canonical path should have the following format: The path starts with a single slash '/'. Any two directories are separated by a single slash '/'. The path does not end with a trailing '/'. The path only contains the directories on the path from the root directory to the target file or directory (i.e., no period '.' or double period '..') Return the simplified canonical path.",https://leetcode.com/problems/simplify-path,LC
Edit Distance,"Edit Distance Given two strings word1 and word2, return the minimum number of operations required to convert word1 to word2. You have the following three operations permitted on a word: Insert a character Delete a character Replace a character",https://leetcode.com/problems/edit-distance,LC
Set Matrix Zeroes,"Set Matrix Zeroes Given an m x n integer matrix matrix, if an element is 0, set its entire row and column to 0's. You must do it in place.",https://leetcode.com/problems/set-matrix-zeroes,LC
Search a 2D Matrix,Search a 2D Matrix Write an efficient algorithm that searches for a value target in an m x n integer matrix matrix. This matrix has the following properties: Integers in each row are sorted from left to right. The first integer of each row is greater than the last integer of the previous row.,https://leetcode.com/problems/search-a-2d-matrix,LC
Sort Colors,"Sort Colors Given an array nums with n objects colored red, white, or blue, sort them in-place so that objects of the same color are adjacent, with the colors in the order red, white, and blue. We will use the integers 0, 1, and 2 to represent the color red, white, and blue, respectively. You must solve this problem without using the library's sort function.",https://leetcode.com/problems/sort-colors,LC
Minimum Window Substring,"Minimum Window Substring Given two strings s and t of lengths m and n respectively, return the minimum window substring of s such that every character in t (including duplicates) is included in the window. If there is no such substring, return the empty string """". The testcases will be generated such that the answer is unique. A substring is a contiguous sequence of characters within the string.",https://leetcode.com/problems/minimum-window-substring,LC
Combinations,"Combinations Given two integers n and k, return all possible combinations of k numbers out of the range [1, n]. You may return the answer in any order.",https://leetcode.com/problems/combinations,LC
Subsets,"Subsets Given an integer array nums of unique elements, return all possible subsets (the power set). The solution set must not contain duplicate subsets. Return the solution in any order.",https://leetcode.com/problems/subsets,LC
Word Search,"Word Search Given an m x n grid of characters board and a string word, return true if word exists in the grid. The word can be constructed from letters of sequentially adjacent cells, where adjacent cells are horizontally or vertically neighboring. The same letter cell may not be used more than once.",https://leetcode.com/problems/word-search,LC
Remove Duplicates from Sorted Array II,"Remove Duplicates from Sorted Array II Given an integer array nums sorted in non-decreasing order, remove some duplicates in-place such that each unique element appears at most twice. The relative order of the elements should be kept the same. Since it is impossible to change the length of the array in some languages, you must instead have the result be placed in the first part of the array nums. More formally, if there are k elements after removing the duplicates, then the first k elements of numsshould hold the final result. It does not matter what you leave beyond the firstkelements. Return k after placing the final result in the first k slots of nums. Do not allocate extra space for another array. You must do this by modifying the input array in-place with O(1) extra memory. Custom Judge: The judge will test your solution with the following code: int[] nums = [...]; // Input array int[] expectedNums = [...]; // The expected answer with correct length int k = removeDuplicates(nums); // Calls your implementation assert k == expectedNums.length; for (int i = 0; i < k; i++) { assert nums[i] == expectedNums[i]; } If all assertions pass, then your solution will be accepted.",https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,LC
Search in Rotated Sorted Array II,"Search in Rotated Sorted Array II There is an integer array nums sorted in non-decreasing order (not necessarily with distinct values). Before being passed to your function, nums is rotated at an unknown pivot index k (0 <= k < nums.length) such that the resulting array is [nums[k], nums[k+1], ..., nums[n-1], nums[0], nums[1], ..., nums[k-1]] (0-indexed). For example, [0,1,2,4,4,4,5,6,6,7] might be rotated at pivot index 5 and become [4,5,6,6,7,0,1,2,4,4]. Given the array nums after the rotation and an integer target, return true if target is in nums, or false if it is not in nums. You must decrease the overall operation steps as much as possible.",https://leetcode.com/problems/search-in-rotated-sorted-array-ii,LC
Remove Duplicates from Sorted List II,"Remove Duplicates from Sorted List II Given the head of a sorted linked list, delete all nodes that have duplicate numbers, leaving only distinct numbers from the original list. Return the linked list sorted as well.",https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii,LC
Remove Duplicates from Sorted List,"Remove Duplicates from Sorted List Given the head of a sorted linked list, delete all duplicates such that each element appears only once. Return the linked list sorted as well.",https://leetcode.com/problems/remove-duplicates-from-sorted-list,LC
Largest Rectangle in Histogram,"Largest Rectangle in Histogram Given an array of integers heights representing the histogram's bar height where the width of each bar is 1, return the area of the largest rectangle in the histogram.",https://leetcode.com/problems/largest-rectangle-in-histogram,LC
Maximal Rectangle,"Maximal Rectangle Given a rows x colsbinary matrix filled with 0's and 1's, find the largest rectangle containing only 1's and return its area.",https://leetcode.com/problems/maximal-rectangle,LC
Partition List,"Partition List Given the head of a linked list and a value x, partition it such that all nodes less than x come before nodes greater than or equal to x. You should preserve the original relative order of the nodes in each of the two partitions.",https://leetcode.com/problems/partition-list,LC
Scramble String,"Scramble String We can scramble a string s to get a string t using the following algorithm: If the length of the string is 1, stop. If the length of the string is > 1, do the following: Split the string into two non-empty substrings at a random index, i.e., if the string is s, divide it to x and y where s = x + y. Randomlydecide to swap the two substrings or to keep them in the same order. i.e., after this step, s may become s = x + y or s = y + x. Apply step 1 recursively on each of the two substrings x and y. Given two strings s1 and s2 of the same length, return true if s2 is a scrambled string of s1, otherwise, return false.",https://leetcode.com/problems/scramble-string,LC
Merge Sorted Array,"Merge Sorted Array You are given two integer arrays nums1 and nums2, sorted in non-decreasing order, and two integers m and n, representing the number of elements in nums1 and nums2 respectively. Merge nums1 and nums2 into a single array sorted in non-decreasing order. The final sorted array should not be returned by the function, but instead be stored inside the array nums1. To accommodate this, nums1 has a length of m + n, where the first m elements denote the elements that should be merged, and the last n elements are set to 0 and should be ignored. nums2 has a length of n.",https://leetcode.com/problems/merge-sorted-array,LC
Gray Code,"Gray Code An n-bit gray code sequence is a sequence of 2n integers where: Every integer is in the inclusive range [0, 2n - 1], The first integer is 0, An integer appears no more than once in the sequence, The binary representation of every pair of adjacent integers differs by exactly one bit, and The binary representation of the first and last integers differs by exactly one bit. Given an integer n, return any valid n-bit gray code sequence.",https://leetcode.com/problems/gray-code,LC
Subsets II,"Subsets II Given an integer array nums that may contain duplicates, return all possible subsets (the power set). The solution set must not contain duplicate subsets. Return the solution in any order.",https://leetcode.com/problems/subsets-ii,LC
